,commercial
8578,-145.3583217
8579,-132.1924785
8580,-153.1537802
8581,-183.6589136
8582,-172.732456
8583,-132.5653376
8584,-115.5275936
8585,-131.6777724
8586,-156.9947987
8587,-185.8202703
8588,-205.4527171
8589,-207.1673621
8590,-202.7670909
8591,-146.4150281
8592,-112.9061085
8593,-96.98861731
8594,-88.54413252
8595,-84.32195656
8596,-87.72227501
8597,-92.93140502
8598,-117.2496341
8599,-176.7860855
8600,-241.1024559
8601,-193.1622834
8602,-144.2864112
8603,-155.3806841
8604,-184.3335993
8605,-212.9389981
8606,-211.2376949
8607,-155.5493846
8608,-125.0829448
8609,-135.634076
8610,-158.8138386
8611,-187.85305
8612,-207.7663168
8613,-210.3232247
8614,-206.509254
8615,-148.7337443
8616,-113.4929955
8617,-95.81626231
8618,-87.75402621
8619,-83.19857517
8620,-86.3207488
8621,-107.5927702
8622,-179.4025578
8623,-237.8234326
8624,-182.8116166
8625,-167.2504438
8626,-162.2264476
8627,-190.0306047
8628,-222.4318413
8629,-234.0599189
8630,-223.2450883
8631,-157.8739167
8632,-125.635583
8633,-147.6165654
8634,-192.6613673
8635,-188.4842107
8636,-204.3432861
8637,-238.2808716
8638,-189.5158447
8639,-131.0752892
8640,-110.0846563
8641,-96.38166659
8642,-88.98040955
8643,-84.80247511
8644,-87.55390302
8645,-108.2170108
8646,-178.9365848
8647,-238.184188
8648,-173.2431043
8649,-142.360849
8650,-109.6984216
8651,-98.87541809
8652,-115.9213877
8653,-147.7371711
8654,-157.9922631
8655,-120.762162
8656,-105.6226825
8657,-132.7348834
8658,-178.2801405
8659,-176.1677538
8660,-192.5066449
8661,-226.1721865
8662,-180.9330697
8663,-125.5764469
8664,-104.1489829
8665,-89.91477013
8666,-83.28798936
8667,-79.79803746
8668,-82.27797815
8669,-102.7775342
8670,-174.0807933
8671,-233.3676721
8672,-170.9425194
8673,-140.9644154
8674,-108.0579087
8675,-104.2540816
8676,-151.2985712
8677,-191.2908943
8678,-194.0930057
8679,-139.17357
8680,-115.6973549
8681,-138.6860975
8682,-180.1902138
8683,-175.610589
8684,-192.4765859
8685,-224.9816204
8686,-178.4808538
8687,-123.8324052
8688,-103.1531445
8689,-89.33961355
8690,-82.2905695
8691,-78.95521309
8692,-83.04151086
8693,-105.6905566
8694,-177.8436801
8695,-236.1568113
8696,-172.6973039
8697,-142.3644791
8698,-109.1462571
8699,-92.5589566
8700,-90.95268698
8701,-90.00358555
8702,-89.25865242
8703,-87.93276212
8704,-90.51181377
8705,-123.0630463
8706,-169.8915904
8707,-167.2190668
8708,-185.3608029
8709,-221.7449569
8710,-175.4625586
8711,-121.3366401
8712,-103.7040141
8713,-93.28444974
8714,-85.48550386
8715,-81.87311174
8716,-87.73073072
8717,-93.74621014
8718,-116.2476441
8719,-174.4526751
8720,-237.8904667
8721,-191.115312
8722,-140.933559
8723,-135.8555334
8724,-137.4107736
8725,-147.9939669
8726,-125.6244988
8727,-111.8132178
8728,-106.1887634
8729,-126.3512491
8730,-155.4928904
8731,-186.538389
8732,-206.2801971
8733,-210.1363969
8734,-206.7411258
8735,-149.1519493
8736,-113.6059887
8737,-92.69585229
8738,-74.67984618
8739,-80.28720617
8740,-86.18139613
8741,-91.9206146
8742,-114.6784779
8743,-172.8324912
8744,-236.2678663
8745,-188.0570834
8746,-134.3646208
8747,-116.2301284
8748,-102.9051688
8749,-100.5560637
8750,-100.8003559
8751,-101.5766631
8752,-99.27049691
8753,-119.3891431
8754,-147.0090961
8755,-177.9382822
8756,-198.6074625
8757,-203.2132945
8758,-201.7372919
8759,-145.6569743
